"Pantone","Pantone 100","#f4ed7c"
"Pantone","Pantone 101","#f4ed47"
"Pantone","Pantone 102","#f9e814"
"Pantone","Pantone 103","#c6ad0f"
"Pantone","Pantone 104","#ad9b0c"
"Pantone","Pantone 105","#82750f"
"Pantone","Pantone 106","#f7e859"
"Pantone","Pantone 107","#f9e526"
"Pantone","Pantone 108","#f9dd16"
"Pantone","Pantone 109","#f9d616"
"Pantone","Pantone 110","#d8b511"
"Pantone","Pantone 111","#aa930a"
"Pantone","Pantone 112","#99840a"
"Pantone","Pantone 113","#f9e55b"
"Pantone","Pantone 114","#f9e24c"
"Pantone","Pantone 115","#f9e04c"
"Pantone","Pantone 116","#fcd116"
"Pantone","Pantone 117","#c6a00c"
"Pantone","Pantone 118","#aa8e0a"
"Pantone","Pantone 119","#897719"
"Pantone","Pantone 120","#f9e27f"
"Pantone","Pantone 1205","#f7e8aa"
"Pantone","Pantone 121","#f9e070"
"Pantone","Pantone 1215","#f9e08c"
"Pantone","Pantone 122","#fcd856"
"Pantone","Pantone 1225","#ffcc49"
"Pantone","Pantone 123","#ffc61e"
"Pantone","Pantone 1235","#fcb514"
"Pantone","Pantone 124","#e0aa0f"
"Pantone","Pantone 1245","#bf910c"
"Pantone","Pantone 125","#b58c0a"
"Pantone","Pantone 1255","#a37f14"
"Pantone","Pantone 126","#a38205"
"Pantone","Pantone 1265","#7c6316"
"Pantone","Pantone 127","#f4e287"
"Pantone","Pantone 128","#f4db60"
"Pantone","Pantone 129","#f2d13d"
"Pantone","Pantone 130","#eaaf0f"
"Pantone","Pantone 131","#c6930a"
"Pantone","Pantone 132","#9e7c0a"
"Pantone","Pantone 133","#705b0a"
"Pantone","Pantone 134","#ffd87f"
"Pantone","Pantone 1345","#ffd691"
"Pantone","Pantone 135","#fcc963"
"Pantone","Pantone 1355","#fcce87"
"Pantone","Pantone 136","#fcbf49"
"Pantone","Pantone 1365","#fcba5e"
"Pantone","Pantone 137","#fca311"
"Pantone","Pantone 1375","#f99b0c"
"Pantone","Pantone 138","#d88c02"
"Pantone","Pantone 1385","#cc7a02"
"Pantone","Pantone 139","#af7505"
"Pantone","Pantone 1395","#996007"
"Pantone","Pantone 140","#7a5b11"
"Pantone","Pantone 1405","#6b4714"
"Pantone","Pantone 141","#f2ce68"
"Pantone","Pantone 142","#f2bf49"
"Pantone","Pantone 143","#efb22d"
"Pantone","Pantone 144","#e28c05"
"Pantone","Pantone 145","#c67f07"
"Pantone","Pantone 146","#9e6b05"
"Pantone","Pantone 147","#725e26"
"Pantone","Pantone 148","#ffd69b"
"Pantone","Pantone 1485","#ffb777"
"Pantone","Pantone 149","#fccc93"
"Pantone","Pantone 1495","#ff993f"
"Pantone","Pantone 150","#fcad56"
"Pantone","Pantone 1505","#f47c00"
"Pantone","Pantone 151","#f77f00"
"Pantone","Pantone 152","#dd7500"
"Pantone","Pantone 1525","#b55400"
"Pantone","Pantone 153","#bc6d0a"
"Pantone","Pantone 1535","#8c4400"
"Pantone","Pantone 154","#995905"
"Pantone","Pantone 1545","#4c280f"
"Pantone","Pantone 155","#f4dbaa"
"Pantone","Pantone 1555","#f9bf9e"
"Pantone","Pantone 156","#f2c68c"
"Pantone","Pantone 1565","#fca577"
"Pantone","Pantone 157","#eda04f"
"Pantone","Pantone 1575","#fc8744"
"Pantone","Pantone 158","#e87511"
"Pantone","Pantone 1585","#f96b07"
"Pantone","Pantone 159","#c66005"
"Pantone","Pantone 1595","#d15b05"
"Pantone","Pantone 160","#9e540a"
"Pantone","Pantone 1605","#a04f11"
"Pantone","Pantone 161","#633a11"
"Pantone","Pantone 1615","#843f0f"
"Pantone","Pantone 162","#f9c6aa"
"Pantone","Pantone 1625","#f9a58c"
"Pantone","Pantone 163","#fc9e70"
"Pantone","Pantone 1635","#f98e6d"
"Pantone","Pantone 164","#fc7f3f"
"Pantone","Pantone 1645","#f97242"
"Pantone","Pantone 165","#f96302"
"Pantone","Pantone 1655","#f95602"
"Pantone","Pantone 166","#dd5900"
"Pantone","Pantone 1665","#dd4f05"
"Pantone","Pantone 167","#bc4f07"
"Pantone","Pantone 1675","#a53f0f"
"Pantone","Pantone 168","#6d3011"
"Pantone","Pantone 1685","#843511"
"Pantone","Pantone 169","#f9baaa"
"Pantone","Pantone 170","#f98972"
"Pantone","Pantone 171","#f9603a"
"Pantone","Pantone 172","#f74902"
"Pantone","Pantone 173","#d14414"
"Pantone","Pantone 174","#933311"
"Pantone","Pantone 175","#6d3321"
"Pantone","Pantone 176","#f9afad"
"Pantone","Pantone 1765","#f99ea3"
"Pantone","Pantone 1767","#f9b2b7"
"Pantone","Pantone 177","#f9827f"
"Pantone","Pantone 1775","#f9848e"
"Pantone","Pantone 1777","#fc6675"
"Pantone","Pantone 178","#f95e59"
"Pantone","Pantone 1785","#fc4f59"
"Pantone","Pantone 1787","#f43f4f"
"Pantone","Pantone 1788","#ef2b2d"
"Pantone","Pantone 179","#e23d28"
"Pantone","Pantone 1795","#d62828"
"Pantone","Pantone 1797","#cc2d30"
"Pantone","Pantone 180","#c13828"
"Pantone","Pantone 1805","#af2626"
"Pantone","Pantone 1807","#a03033"
"Pantone","Pantone 181","#7c2d23"
"Pantone","Pantone 1810","#7c211e"
"Pantone","Pantone 1817","#5b2d28"
"Pantone","Pantone 182","#f9bfc1"
"Pantone","Pantone 183","#fc8c99"
"Pantone","Pantone 184","#fc5e72"
"Pantone","Pantone 185","#e8112d"
"Pantone","Pantone 186","#ce1126"
"Pantone","Pantone 187","#af1e2d"
"Pantone","Pantone 188","#7c2128"
"Pantone","Pantone 189","#ffa3b2"
"Pantone","Pantone 1895","#fcbfc9"
"Pantone","Pantone 190","#fc758e"
"Pantone","Pantone 1905","#fc9bb2"
"Pantone","Pantone 191","#f4476b"
"Pantone","Pantone 1915","#f4547c"
"Pantone","Pantone 192","#e5053a"
"Pantone","Pantone 1925","#e00747"
"Pantone","Pantone 193","#db828c"
"Pantone","Pantone 1935","#c10538"
"Pantone","Pantone 194","#992135"
"Pantone","Pantone 1945","#a80c35"
"Pantone","Pantone 1955","#931638"
"Pantone","Pantone 196","#f4c9c9"
"Pantone","Pantone 197","#ef99a3"
