NSC,0300-N,#f7f7f7
NSC,0500-N,#f2f2f2
NSC,0502-B,#f5fbff
NSC,0502-B50G,#f7fffe
NSC,0502-G,#f4fff8
NSC,0502-G50Y,#fdfff6
NSC,0502-R,#fff1f2
NSC,0502-R50B,#fef6fd
NSC,0502-Y,#fffdf6
NSC,0502-Y50R,#fef8f4
NSC,0505-B,#e8f6fe
NSC,0505-B20G,#eafbff
NSC,0505-B50G,#ecfffe
NSC,0505-B80G,#eafffa
NSC,0505-G,#e4ffef
NSC,0505-G10Y,#ecffec
NSC,0505-G20Y,#f1ffeb
NSC,0505-G30Y,#f4ffea
NSC,0505-G40Y,#f7ffe9
NSC,0505-G50Y,#faffea
NSC,0505-G60Y,#fcffeb
NSC,0505-G70Y,#feffeb
NSC,0505-G80Y,#fffeec
NSC,0505-G90Y,#fefdeb
NSC,0505-R,#ffdee0
NSC,0505-R10B,#ffdfe3
NSC,0505-R20B,#ffe1e7
NSC,0505-R30B,#ffe3ec
NSC,0505-R40B,#fee6f2
NSC,0505-R50B,#ffeafb
NSC,0505-R60B,#f8e9fe
NSC,0505-R70B,#f0e8ff
NSC,0505-R80B,#e1e6ff
NSC,0505-R90B,#e3ecfe
NSC,0505-Y,#fffbea
NSC,0505-Y10R,#fffaea
NSC,0505-Y20R,#fff7e9
NSC,0505-Y30R,#fff5e8
NSC,0505-Y40R,#fff3e6
NSC,0505-Y50R,#fff0e5
NSC,0505-Y60R,#feede4
NSC,0505-Y70R,#ffe9e2
NSC,0505-Y80R,#fee5e0
NSC,0505-Y90R,#ffe2e0
NSC,0507-B,#dff3ff
NSC,0507-B20G,#e3faff
NSC,0507-B80G,#e2fff8
NSC,0507-G,#dbffe9
NSC,0507-G40Y,#f4ffe0
NSC,0507-G80Y,#fffee4
NSC,0507-R,#ffd2d5
NSC,0507-R20B,#ffd6de
NSC,0507-R40B,#ffddee
NSC,0507-R60B,#f5e0ff
NSC,0507-R80B,#d6ddff
NSC,0507-Y,#fffae3
NSC,0507-Y20R,#fff5e0
NSC,0507-Y40R,#ffeedd
NSC,0507-Y60R,#ffe6da
NSC,0507-Y80R,#fedcd5
NSC,0510-B,#d3eeff
NSC,0510-B10G,#d6f4ff
NSC,0510-B30G,#d9fbff
NSC,0510-B50G,#dafffd
NSC,0510-B70G,#d8fef9
NSC,0510-B90G,#d1ffea
NSC,0510-G,#cdffe0
NSC,0510-G10Y,#dbffdc
NSC,0510-G20Y,#e4ffd9
NSC,0510-G30Y,#ebffd6
NSC,0510-G40Y,#f0ffd4
NSC,0510-G50Y,#f5ffd6
NSC,0510-G60Y,#f9ffd8
NSC,0510-G70Y,#fdffd9
NSC,0510-G80Y,#fffdda
NSC,0510-G90Y,#fefbd8
NSC,0510-R,#ffc2c6
NSC,0510-R10B,#ffc4cb
NSC,0510-R20B,#ffc7d2
NSC,0510-R30B,#ffcbdb
NSC,0510-R40B,#ffd0e7
NSC,0510-R50B,#ffd7f7
NSC,0510-R60B,#f1d4ff
NSC,0510-R70B,#e3d4ff
NSC,0510-R80B,#c6d1ff
NSC,0510-R90B,#cbdcff
NSC,0510-Y,#fff9d8
NSC,0510-Y10R,#fff5d6
NSC,0510-Y20R,#fff1d4
NSC,0510-Y30R,#ffedd2
NSC,0510-Y40R,#ffe8d0
NSC,0510-Y50R,#ffe3ce
NSC,0510-Y60R,#ffddcc
NSC,0510-Y70R,#fed7c9
NSC,0510-Y80R,#ffd0c6
NSC,0510-Y90R,#ffc9c5
NSC,0515-B,#c0e7ff
NSC,0515-B20G,#c5f5fe
NSC,0515-B50G,#c8fffd
NSC,0515-B80G,#c4fff1
NSC,0515-G,#b8ffd4
