"P-U","Pantone 100 U","#fef27e"
"P-U","Pantone 101 U","#ffef65"
"P-U","Pantone 102 U","#ffec28"
"P-U","Pantone 103 U","#b59e28"
"P-U","Pantone 104 U","#9b8c37"
"P-U","Pantone 105 U","#7d7446"
"P-U","Pantone 106 U","#ffea65"
"P-U","Pantone 107 U","#ffe450"
"P-U","Pantone 108 U","#ffdc32"
"P-U","Pantone 109 U","#ffc700"
"P-U","Pantone 110 U","#cd9f24"
"P-U","Pantone 111 U","#9b8638"
"P-U","Pantone 112 U","#8a7a3e"
"P-U","Pantone 113 U","#ffe05e"
"P-U","Pantone 114 U","#ffd847"
"P-U","Pantone 115 U","#ffcd29"
"P-U","Pantone 116 U","#ffb408"
"P-U","Pantone 117 U","#b78b2e"
"P-U","Pantone 118 U","#9e8038"
"P-U","Pantone 119 U","#847647"
"P-U","Pantone 120 U","#ffd968"
"P-U","Pantone 1205 U","#ffe394"
"P-U","Pantone 121 U","#ffcb50"
"P-U","Pantone 1215 U","#ffd97c"
"P-U","Pantone 122 U","#ffc03d"
"P-U","Pantone 1225 U","#ffba4d"
"P-U","Pantone 123 U","#ffac25"
"P-U","Pantone 1235 U","#ffad38"
"P-U","Pantone 124 U","#d99132"
"P-U","Pantone 1245 U","#bb8a3f"
"P-U","Pantone 125 U","#a6803a"
"P-U","Pantone 1255 U","#a18045"
"P-U","Pantone 126 U","#8e7641"
"P-U","Pantone 1265 U","#887447"
"P-U","Pantone 127 U","#fce182"
"P-U","Pantone 128 U","#fecd60"
"P-U","Pantone 129 U","#fead3c"
"P-U","Pantone 130 U","#fc992e"
"P-U","Pantone 131 U","#be7e33"
"P-U","Pantone 132 U","#99793d"
"P-U","Pantone 133 U","#7c6f46"
"P-U","Pantone 134 U","#ffd276"
"P-U","Pantone 1345 U","#ffd490"
"P-U","Pantone 135 U","#ffc265"
"P-U","Pantone 1355 U","#ffc87e"
"P-U","Pantone 136 U","#ffac48"
"P-U","Pantone 1365 U","#ffac5a"
"P-U","Pantone 137 U","#ffa035"
"P-U","Pantone 1375 U","#ff993e"
"P-U","Pantone 138 U","#d57b2f"
"P-U","Pantone 1385 U","#cf7d3d"
"P-U","Pantone 139 U","#9e6e3c"
"P-U","Pantone 1395 U","#956d42"
"P-U","Pantone 140 U","#806944"
"P-U","Pantone 1405 U","#7a6446"
"P-U","Pantone 141 U","#fbbf6d"
"P-U","Pantone 142 U","#fbae5c"
"P-U","Pantone 143 U","#fb9e4e"
"P-U","Pantone 144 U","#f78a3b"
"P-U","Pantone 145 U","#cc7d38"
"P-U","Pantone 146 U","#9e7340"
"P-U","Pantone 147 U","#776849"
"P-U","Pantone 148 U","#ffc586"
"P-U","Pantone 1485 U","#ffa660"
"P-U","Pantone 149 U","#ffb573"
"P-U","Pantone 1495 U","#ff934e"
"P-U","Pantone 150 U","#ff9954"
"P-U","Pantone 1505 U","#ff8135"
"P-U","Pantone 151 U","#ff873b"
"P-U","Pantone 152 U","#e3793d"
"P-U","Pantone 1525 U","#be6437"
"P-U","Pantone 153 U","#ad6e41"
"P-U","Pantone 1535 U","#976240"
"P-U","Pantone 154 U","#926743"
"P-U","Pantone 1545 U","#7b5e48"
"P-U","Pantone 155 U","#fac895"
"P-U","Pantone 1555 U","#ffc29c"
"P-U","Pantone 156 U","#fbb883"
"P-U","Pantone 1565 U","#ffaa81"
"P-U","Pantone 157 U","#f69462"
"P-U","Pantone 1575 U","#ff9562"
"P-U","Pantone 158 U","#f37d4a"
"P-U","Pantone 1585 U","#ff844e"
"P-U","Pantone 159 U","#cd6f46"
"P-U","Pantone 1595 U","#d77045"
"P-U","Pantone 160 U","#a06a45"
"P-U","Pantone 1605 U","#a86b4b"
"P-U","Pantone 161 U","#776149"
"P-U","Pantone 1615 U","#946449"
"P-U","Pantone 162 U","#ffba98"
"P-U","Pantone 1625 U","#ffa88f"
"P-U","Pantone 163 U","#ff9b75"
"P-U","Pantone 1635 U","#ff967c"
"P-U","Pantone 164 U","#ff855d"
"P-U","Pantone 1645 U","#ff7f60"
"P-U","Pantone 165 U","#ff7546"
