"Não te preocupes com os que não te conhecem, mas esforça-te por seres digno de ser conhecido.","Confucio"
"Na riqueza o homem sem virtude não encontra outra coisa senão os meios de satisfazer os seus vícios.","Confucio"
"Entre amigos as frequentes censuras afastam a amizade.","Confucio"
"Quem só conhece a justiça, não vale aquele que a ama.","Confucio"
"Se de manhã pudermos aprender o que é correto, devemos sentir-nos contentes se morrermos à tarde.","Confucio"
"O Homem joga sua saúde fora para conseguir dinheiro, depois, depois usa o dinheiro para reconquista-la novamente.","Confucio"
"Num mundo culto temos uma conduta florida, e num mundo inculto temos discursos floridos.","Confucio"
"Ultrapassar os limites não é um erro menor do que ficar aquém deles.","Confucio"
"Nada com a maré, para não ofenderes os outros.","Confucio"
"Os vícios vêm como passageiros, visitam-nos como hóspedes e ficam como amos.","Confucio"
"A ignorância é as trevas da mente, uma noite sem lua nem estrelas","Confucio"
"Coloque a lealdade e a confiança acima de qualquer coisa; não te alies aos moralmente inferiores; não receies corrigir teus erros.","Confucio"
"Aprender sem pensar é tempo perdido.","Confucio"
"É fácil ser rico sem ser arrogante; já não é tão fácil ser pobre, sem murmurar.","Confucio"
"A experiência é uma lanterna dependurada nas costas que apenas ilumina o caminho já percorrido.","Confucio"
"Aquele que mais estima o ouro do que a virtude, há de perder a ambos.","Confucio"
"Aquele que aprende, mas não pensa, está perdido. Aquele que pensa, mas não aprende, está em grande perigo","Confucio"
"Nunca faças aposta. Se sabes que vais ganhar és um patife, e se não sabes és um tolo.","Confucio"
"Para conhecermos os amigos é necessário passar pelo sucesso e pela desgraça. No sucesso, verificamos a quantidade e, na desgraça, a qualidade.","Confucio"
"Foge por um instante do homem irado, mas foge sempre do hipócrita.","Confucio"
"O homem que é firme, paciente, simples, natural e tranquilo está perto da virtude.","Confucio"
"A humildade é a única base sólida de todas as virtudes. Não corrigir nossas faltas é o mesmo que cometer novos erros.","Confucio"
"As únicas pessoas que não conseguem mudar são as mais sábias e as mais estúpidas.","Confucio"
"O homem superior age antes de falar e depois fala de acordo com suas ações.","Confucio"
"Não interessa o que se trata de levar a termo: o que interessa é perseverar até ao fim.","Confucio"
"Você pode entender os acima da média, mas não pode entender os abaixo da média.","Confucio"
"Aprender sem pensar é esforço vão; pensar sem nada aprender é nocivo.","Confucio"
"O mestre disse: Não é grave se os homens não te conhecem, grave é se tu não os conheces.","Confucio"
"A ignorância é a noite da mente, uma noite sem estrelas e sem lua.","Confucio"
"Não se preocupe se os outros não o compreendem; preocupe-se com o fato de você não compreender os outros.","Confucio"
"Quando os médicos diferem, o paciente morre.","Confucio"
"O homem superior é modesto em seu discurso, mas excede em suas ações.","Confucio"
"Ouvi, esqueci. Vi, me lembrei. Fiz, aprendi.","Confucio"
"Pensar sem aprender torna-nos caprichosos, e aprender sem pensar é um desastre.","Confucio"
"Ainda que o bem que persigo esteja distante, contudo existe.","Confucio"
"Ver e ouvir os maus é já um começar maldades.","Confucio"
"Escolhe um trabalho de que gostes, e não terás que trabalhar nem um dia na tua vida.","Confucio"
"Não importa o quanto você vá devagar desde que não pare.","Confucio"
"Em todas as coisas o sucesso depende de uma preparação prévia, e sem tal preparação o falhanço é certo.","Confucio"
"Leve um punhado de terra todos os dias e logo terás uma montanha.","Confucio"
"Nossa maior glória não é nunca haver caído, e sim ter levantado depois de cada queda.","Confucio"
"O que não queiras que os outros façam a ti, não o faças aos outros.","Confucio"
"Ao prestar serviços a um sábio, devem-se evitar três erros. Falar antes de ser convidado ao fazê-lo - isso é precipitação. Não falar quando convidado a fazê-lo - isso é dissimulação. Falar sem observar a expressão do sábio - isso é cegueira.","Confucio"
"Na busca da virtude, não temas superar teu professor.","Confucio"
"Quando todos antipatizam com um homem, devemos investigar. quando todos simpatizam com um homem, devemos investigar.","Confucio"
"Um sábio não aprova uma pessoa por ela expressar uma determinada opinião, tampouco rejeita uma opinião por ser expressa por uma determinada pessoa.","Confucio"
"Ao tratares com um homem capaz de compreender teus ensinamentos, se não o instruíres, estarás desperdiçando o homem. Ao tratares com um homem incapaz de compreender teus ensinamentos, se o instruíres, estarás desperdiçando teu ensinamento. Um professor sábio não desperdiça nenhum homem e não desperdiça nenhum ensinamento.","Confucio"
"Como poderiam palavras admonitórias deixar de obter nossa aquiescência? O principal deveria ser, porém, a retificação de nossa conduta. Como poderiam palavras elogiosas deixar de nos agradar? O principal deveria ser, porém, a compreensão de sua intenção. Algumas pessoas demonstram agrado mas nenhuma compreensão, ou elas aquiescem sem retificar seus hábitos - realmente não sei o que fazer com elas.","Confucio"
"Coloca-me na companhia de duas pessoas escolhidas ao acaso - elas invariavelmente terão algo para me ensinar. Poderei tomar suas qualidades por modelos e seus defeitos como alerta.","Confucio"
"Quanto ao homem bom: o que deseja alcançar para si ele ajuda os outros a alcançar; o que deseja obter para si ele possibilita que os outros obtenham - a habilidade de simplesmente tomar as próprias aspirações como guia é a receita da bondade.","Confucio"
"Houve um tempo em que eu ouvia o que as pessoas diziam e acreditava que elas iriam agir em conformidade, mas agora ouço o que dizem e observo o que fazem.","Confucio"
"Não te preocupes se não tens uma posição; preocupa-te caso não mereças uma posição. Não te preocupes se não fores famoso; preocupa-te caso não mereças ser famoso.","Confucio"

